id;message;association_to_offender;time;case_total_reports;allied_report_count;enemy_report_count;most_common_report_reason;chatlog_id;champion_name;label
289;"sd+lsdkÌ±hfvjksdgbfs&lt;kpÌ¤ï¿½+Ì¤";offender;00:13:06;6;2;0;Assisting Enemy Team;100;Janna;2
290;ty;enemy;00:13:52;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
291;nice walking jungler;enemy;00:14:36;6.0;2.0;0.0;Assisting Enemy Team;100.0;Yasuo;0
292;try to gank too;enemy;00:14:40;6.0;2.0;0.0;Assisting Enemy Team;100.0;Yasuo;0
293;elise .-.;enemy;00:17:08;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
294;wake up;enemy;00:17:12;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
295;elise;enemy;00:18:12;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
296;noc ganked about 10 times mid;enemy;00:18:24;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
297;i WON brand;enemy;00:18:32;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
298;ala loco;ally;00:18:34;6;2;0;Assisting Enemy Team;100;Draven;2
299;now...no;enemy;00:18:36;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
300;3 kills for him;enemy;00:18:40;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
301;thanks to noc;enemy;00:18:51;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
302;elise reported pls;enemy;00:19:46;6.0;2.0;0.0;Assisting Enemy Team;100.0;Yasuo;0
303;ss;ally;00:20:59;6.0;2.0;0.0;Assisting Enemy Team;100.0;Draven;0
304;les damos ?;offender;00:21:49;6;2;0;Assisting Enemy Team;100;Janna;2
305;q palizas;offender;00:22:30;6;2;0;Assisting Enemy Team;100;Janna;2
306;+55 daÌ±o da la pompa;offender;00:22:37;6;2;0;Assisting Enemy Team;100;Janna;2
307;JUJUJUJU;offender;00:22:40;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
308;scurbz;ally;00:23:12;6.0;2.0;0.0;Assisting Enemy Team;100.0;Lulu;0
309;this is luck :);enemy;00:23:20;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
310;yeah luck that you are alive;ally;00:23:29;6.0;2.0;0.0;Assisting Enemy Team;100.0;Lulu;0
311;me?;enemy;00:23:37;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
312;please;enemy;00:23:45;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
313;nocturne on your back;enemy;00:28:41;6.0;2.0;0.0;Assisting Enemy Team;100.0;Vayne;0
314;omg brand;offender;00:29:29;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
315;just uninstall lol;offender;00:29:34;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
316;u really did help me alot when u ganked;ally;00:29:50;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
317;u came and stood there when elice killed me;ally;00:30:06;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
318;jajajaja;enemy;00:30:14;6;2;0;Assisting Enemy Team;100;Elise;2
319;I shall report u for assisting enemy team;ally;00:30:21;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
320;si;enemy;00:30:26;6;2;0;Assisting Enemy Team;100;Elise;2
321;yes is my fault u r totally retard and uskilled;offender;00:30:29;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
322;03.Aug;offender;00:30:42;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
323;just uninstall lol dude;offender;00:30:45;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
324;play another shit;offender;00:30:49;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
325;and janna has 3/5;ally;00:30:58;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
326;and only 6 farm;ally;00:31:07;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
327;what a noob;ally;00:31:10;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;1
328;THIS DRAVEN;ally;00:31:30;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;1
329; ---;ally;00:31:33;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;1
330;did you know you can actually catch you axes draven;ally;00:31:49;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
331;my god brand;offender;00:32:33;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
332;hahahahahah;offender;00:32:34;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
333;flashed;offender;00:32:35;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
334;worth;ally;00:32:56;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
335;got drake;ally;00:32:59;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
336;hahahahahha brand;offender;00:33:06;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
337;u r tarded due;offender;00:33:09;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
338;dude your mom and dad r brothers hahahahahaha;offender;00:33:19;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
339;are u on any kind of drugs at the moment?;ally;00:33:44;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;1
340;well done team;offender;00:35:50;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
341;just leave the match;offender;00:35:54;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;1
342;janna muted/reported;ally;00:36:01;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
343;janna muted/reported;ally;00:36:11;6.0;2.0;0.0;Assisting Enemy Team;100.0;Lulu;0
344;janna muted and shitted on;ally;00:36:23;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;1
345;elise...;enemy;00:36:26;6;2;0;Assisting Enemy Team;100;Twisted Fate;2
346;pro premade;offender;00:36:33;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
347;hahahahahha;offender;00:36:41;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
348;u r so funny guys;offender;00:36:46;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
349;FARM MID DRAVEN;ally;00:37:23;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
350;GJ;ally;00:37:25;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
351;PLAY MORE ADC;ally;00:37:28;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
352;SERIOUSLY;ally;00:37:32;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
353;lol;ally;00:37:32;6.0;2.0;0.0;Assisting Enemy Team;100.0;Draven;0
354;lulu is good;offender;00:37:34;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
355;YOU ARE SO GOOD;ally;00:37:34;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
356;the rest;offender;00:37:36;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
357;omg;offender;00:37:36;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
358;O M G;offender;00:37:38;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
359;muted btw;ally;00:37:38;6.0;2.0;0.0;Assisting Enemy Team;100.0;Nocturne;0
360;def me and vayne;enemy;00:39:10;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
361;blitz and elise;enemy;00:39:15;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
362;gg;enemy;00:39:30;6.0;2.0;0.0;Assisting Enemy Team;100.0;Elise;0
363;bg;enemy;00:39:55;6.0;2.0;0.0;Assisting Enemy Team;100.0;Twisted Fate;0
364;gege;ally;00:39:55;6.0;2.0;0.0;Assisting Enemy Team;100.0;Lulu;0
365;gg;ally;00:39:56;6.0;2.0;0.0;Assisting Enemy Team;100.0;Brand;0
366;gg;enemy;00:39:56;6.0;2.0;0.0;Assisting Enemy Team;100.0;Yasuo;0
367;gg wp;offender;00:39:57;6.0;2.0;0.0;Assisting Enemy Team;100.0;Janna;0
368;reprt;ally;00:02:16;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
369;gay trund;offender;00:02:16;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;1
370;D:;ally;00:02:32;4.0;2.0;0.0;Negative Attitude;1000.0;Annie;0
371;reprot;ally;00:03:10;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
372;noob team stop being pussy's and camp;offender;00:04:53;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;1
373;go rambo;offender;00:04:54;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
374;gg;offender;00:08:01;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
375;nice ult mmu;ally;00:08:05;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
376;thx;enemy;00:08:11;4.0;2.0;0.0;Negative Attitude;1000.0;Amumu;0
377;dr;enemy;00:08:34;4.0;2.0;0.0;Negative Attitude;1000.0;Cho'Gath;0
378;FEED THE PORO GUYS;offender;00:08:55;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;1
379;GG;offender;00:11:31;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
380;This heimer..;offender;00:11:46;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
381;Wonder if our heimer every used his ult;offender;00:13:14;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
382;negerstun;ally;00:13:38;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
383;Report Heimerdinger;offender;00:13:48;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
384;dat flash;offender;00:16:34;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
385;into gath's stunm;offender;00:16:39;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
386;ggwp ezy;ally;00:16:45;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
387;report dinger;offender;00:16:45;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
388;LOL;offender;00:16:58;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
389;no!!;enemy;00:17:00;4.0;2.0;0.0;Negative Attitude;1000.0;Sejuani;0
390;WIN;offender;00:17:11;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
391;lol;ally;00:17:20;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
392;WICKED SICK;offender;00:17:59;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
393;JUST GO;offender;00:18:36;4.0;2.0;0.0;Negative Attitude;1000.0;Xin Zhao;0
394;wp exy;ally;00:18:42;4.0;2.0;0.0;Negative Attitude;1000.0;Riven;0
395;so smart.... gl hf;offender;00:00:09;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
396;pls smitles;enemy;00:00:21;3.0;1.0;0.0;Negative Attitude;10000.0;Tryndamere;0
397;who is supp ?;ally;00:00:24;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
398;gl 6 hf to you aswell;enemy;00:00:26;3.0;1.0;0.0;Negative Attitude;10000.0;Olaf;0
399;shcao;ally;00:00:30;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
400;smiteless;enemy;00:00:30;3.0;1.0;0.0;Negative Attitude;10000.0;Tryndamere;0
401;shaco is;offender;00:00:32;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
402;okok;ally;00:00:36;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
403;no troll please;ally;00:00:40;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
404;he 's afk;ally;00:00:52;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
405;brand help;ally;00:00:57;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
406;he lagged probs;offender;00:00:57;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
407;didnt join game;offender;00:01:00;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
408;brand help blue?;offender;00:01:05;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
409;maybe;ally;00:01:11;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
410;maybe'?;offender;00:01:18;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
411;i need it smiteless;offender;00:01:21;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
412;yes usually mid don't help the blue;ally;00:01:26;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
413;usually he does lol;offender;00:01:32;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
414;no;ally;00:01:35;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
415;nice go suurrend;ally;00:01:48;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
416;and what is usally;offender;00:01:51;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
417;ty;enemy;00:02:07;3.0;1.0;0.0;Negative Attitude;10000.0;Tryndamere;0
418;tnx varus;offender;00:02:11;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
419;np;ally;00:02:13;3.0;1.0;0.0;Negative Attitude;10000.0;Varus;0
420;ss;enemy;00:02:15;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
421;just farm ez :)+;enemy;00:03:07;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
422;warded;offender;00:03:15;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
423;fck sry;enemy;00:03:22;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
424;surrend ty;ally;00:03:26;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
425;and report shaco;ally;00:03:32;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
426;sry  ez :(;enemy;00:03:34;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
427;np;enemy;00:03:38;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
428;lol;enemy;00:04:11;3.0;1.0;0.0;Negative Attitude;10000.0;Annie;0
429;worng button ;;;;;;;;;0
430;gj;offender;00:04:26;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
431;gj;ally;00:04:30;3.0;1.0;0.0;Negative Attitude;10000.0;Varus;0
432;dat olaf;offender;00:04:57;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
433;nice;offender;00:04:59;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
434;?;ally;00:05:07;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
435;3 on mid;ally;00:06:10;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
436;no mana;offender;00:06:11;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
437;stun was not rdy sry;ally;00:06:21;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
438;fuck barrier;ally;00:06:36;3.0;1.0;0.0;Negative Attitude;10000.0;Varus;0
439;sy;enemy;00:06:37;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
440;sry;enemy;00:06:38;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
441;it's loose;ally;00:06:42;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
442;np u can carry;enemy;00:06:43;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
443;:D;enemy;00:06:46;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
444;YEAH we know you think that;offender;00:06:52;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
445;ll;offender;00:06:55;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
446;u help bot stop ur jungler noob;ally;00:07:03;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;1
447;ahhh raging kid can't even speak proper english;offender;00:07:15;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;1
448;warded;ally;00:08:41;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
449;nice;ally;00:09:05;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
450;ah nice bf sword;offender;00:09:07;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
451;ll;offender;00:09:12;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
452;o0mg;enemy;00:09:46;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
453;omg;enemy;00:09:49;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
454;wtf leona;enemy;00:09:52;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
455;why ?;enemy;00:09:57;3.0;1.0;0.0;Negative Attitude;10000.0;Ezreal;0
456;noob adc noob top noob jungler;ally;00:10:00;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;1
457;always blame your team brand ;;;;;;;;;0
458;stfu and play yourself solo bot;ally;00:10:14;3.0;1.0;0.0;Negative Attitude;10000.0;Varus;1
459;Nice annie u win bacause of ur team good;ally;00:10:20;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
460;just ignore the twat;offender;00:10:23;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
461;brand complaining about the whole team except himself haha kid;offender;00:10:33;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
462;varus 10 cs;ally;00:10:37;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
463;1 cs/min varus;ally;00:10:46;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
464;bronze 3;offender;00:10:46;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
465;1 v5;ally;00:11:30;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
466;not so greedy;enemy;00:11:56;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
467;gj riven;offender;00:12:00;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
468;xD;ally;00:12:08;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
469;gj riven ?;ally;00:12:12;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
470;dont flame;ally;00:12:38;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
471;just ignore;offender;00:12:43;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
472;:D;offender;00:12:45;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
473;its only game not ur life;ally;00:12:47;3.0;1.0;0.0;Negative Attitude;10000.0;Riven;0
474;ahhahaha;ally;00:13:05;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
475;there is probably something wrong in his head becuz i really don't care i died there;offender;00:13:22;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;1
476;HAHAHHAHAHA no just not;offender;00:13:31;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
477;report this team ty gg Wp;ally;00:13:44;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
478;oh no a report im scared;offender;00:13:53;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
479;so obvious lolol;offender;00:14:06;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
480;BRONZE 50;ally;00:14:18;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
481;bronze 50? said the bronze 3 lolol;offender;00:14:35;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
482;smurf u kownw?;ally;00:14:44;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
483;known?;ally;00:14:48;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
484;SURE;offender;00:14:48;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
485;still bad;offender;00:14:52;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
486;u u don't have it's sure;ally;00:14:56;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
487;ah getting nercous?;offender;00:15:03;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
488;HAHA NOOOB;offender;00:15:53;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;1
489;lolz;offender;00:15:56;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
490;nice kah sic hahaha under the tower with --- HO U CAN4T KILL?;ally;00:16:07;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
491;sic?;offender;00:16:14;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
492;hp*;ally;00:16:14;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
493;can4t?;offender;00:16:19;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
494;ur getting nervous kid;offender;00:16:22;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;1
495;chill out;offender;00:16:24;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
496;take yah pills;offender;00:16:26;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;1
497;just 1/4;ally;00:16:27;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
498;gj;offender;00:18:01;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
499;ah gtfo;offender;00:18:42;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
500;XD;offender;00:18:44;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
501;slowz;offender;00:18:48;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
502;u are so good...;ally;00:19:03;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
503;..;enemy;00:19:09;3.0;1.0;0.0;Negative Attitude;10000.0;Annie;0
504;go on her :P;enemy;00:19:11;3.0;1.0;0.0;Negative Attitude;10000.0;Annie;0
505;kahsix useless;ally;00:20:18;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;1
506;gj;offender;00:20:26;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
507;annie;enemy;00:21:14;3.0;1.0;0.0;Negative Attitude;10000.0;Tryndamere;0
508;now as team pls;enemy;00:22:37;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
509;gj;offender;00:24:25;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
510;gj;offender;00:24:37;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
511;ALL MID pls;enemy;00:24:49;3.0;1.0;0.0;Negative Attitude;10000.0;Leona;0
512;honor shaco pls;enemy;00:26:46;3.0;1.0;0.0;Negative Attitude;10000.0;Olaf;0
513;xD ofc;offender;00:26:50;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
514;cuz we all suck and he made us win;enemy;00:27:02;3.0;1.0;0.0;Negative Attitude;10000.0;Olaf;0
515;xD;offender;00:27:06;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
516;funny how they say win;offender;00:27:39;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
517;hi;offender;00:28:31;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
518;hi xD;enemy;00:28:37;3.0;1.0;0.0;Negative Attitude;10000.0;Olaf;0
519;gj;offender;00:30:30;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
520;xD;enemy;00:31:33;3.0;1.0;0.0;Negative Attitude;10000.0;Tryndamere;0
521;xD;enemy;00:31:37;3.0;1.0;0.0;Negative Attitude;10000.0;Annie;0
522;i was fighting against a monster;enemy;00:31:44;3.0;1.0;0.0;Negative Attitude;10000.0;Annie;0
523;nice kahsix look;ally;00:33:06;3.0;1.0;0.0;Negative Attitude;10000.0;Brand;0
524;OP Splitpush;enemy;00:33:07;3.0;1.0;0.0;Negative Attitude;10000.0;Olaf;0
525;gg wp :D;offender;00:33:10;3.0;1.0;0.0;Negative Attitude;10000.0;Kha'Zix;0
526;rpeort shako;ally;00:33:12;3.0;1.0;0.0;Negative Attitude;10000.0;Varus;0
527;where are you from?;ally;00:00:19;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
528;my red!!!;enemy;00:00:47;5.0;1.0;0.0;Offensive Language;10001.0;Aatrox;0
529;ger;offender;00:01:04;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
530;Spain;ally;00:01:08;5.0;1.0;0.0;Offensive Language;10001.0;Riven;0
531;warwick help pls;enemy;00:01:13;5.0;1.0;0.0;Offensive Language;10001.0;Aatrox;0
532;y yo;ally;00:01:14;5.0;1.0;0.0;Offensive Language;10001.0;Katarina;0
533;nice skin;offender;00:01:24;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
534;ty :);ally;00:01:36;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
535;fuuck teemo;offender;00:01:38;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
536;i hate this champ;offender;00:01:43;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
537;bin auch deutsche :);ally;00:01:57;5;1;0;Offensive Language;10001;Ashe;2
538;ich hasse ihn auch;ally;00:02:01;5;1;0;Offensive Language;10001;Ashe;2
539;gut:);offender;00:02:01;5;1;0;Offensive Language;10001;Ezreal;2
540;adc?;offender;00:02:21;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
541;jap;ally;00:02:42;5;1;0;Offensive Language;10001;Ashe;2
542;alter;offender;00:03:16;5;1;0;Offensive Language;10001;Ezreal;2
543;sry;ally;00:03:20;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
544;dei sidn beide schlecht;offender;00:05:01;5;1;0;Offensive Language;10001;Ezreal;2
545;war eben mein fehler;offender;00:05:05;5;1;0;Offensive Language;10001;Ezreal;2
546;hab kein mana -.-;ally;00:05:32;5;1;0;Offensive Language;10001;Ashe;2
547;geh b;offender;00:06:13;5;1;0;Offensive Language;10001;Ezreal;2
548;omw :);ally;00:06:18;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
549;gehd rauf;offender;00:07:27;5;1;0;Offensive Language;10001;Ezreal;2
550;warwick;offender;00:07:29;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
551;gj;offender;00:07:48;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
552;ashe;offender;00:07:50;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
553;danke gleichfalls :);ally;00:08:02;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
554;faioill;offender;00:09:35;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
555;oha guck dir mein leben an;ally;00:09:51;5;1;0;Offensive Language;10001;Ashe;2
556;xDDDD;ally;00:09:53;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
557;xd;offender;00:09:55;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
558;war nicht knapp c:;ally;00:10:13;5;1;0;Offensive Language;10001;Ashe;2
559;omg 2vs1 noobs;enemy;00:10:57;5;1;0;Offensive Language;10001;Aatrox;2
560;GG;offender;00:11:20;5.0;1.0;0.0;Offensive Language;10001.0;Ezreal;0
561;kein mana;offender;00:11:49;5;1;0;Offensive Language;10001;Ezreal;2
562;ich sehs;ally;00:11:57;5;1;0;Offensive Language;10001;Ashe;2
563;trololol;ally;00:13:47;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
564;gj :D;ally;00:13:51;5.0;1.0;0.0;Offensive Language;10001.0;Ashe;0
565;noooin :(;ally;00:14:21;5;1;0;Offensive Language;10001;Ashe;2
